nSoil_Types 2676
SOIL_NR	HORIZON	UD[mm]	LD[mm]	Clay[%]	SAND[%]	Bd[gcm-3]	Silt[%]
150	1	0	300	2.5	92.5	1.4	
150	2	300	2000	2.5	92.5	1.63	
151	1	0	300	2.5	80.0	1.39	
151	2	300	600	2.5	80.0	1.62	
151	3	600	2000	2.5	92.5	1.63	
152	1	0	20	2.5	92.5	1.4	
152	2	20	150	2.5	92.5	1.63	
152	3	150	2000	2.5	92.5	1.63	
153	1	0	200	2.5	92.5	1.63	
153	2	200	2000	2.5	92.5	1.63	
154	1	0	20	2.5	92.5	1.4	
154	2	20	1800	2.5	92.5	1.63	
154	3	1800	2000	2.5	92.5	1.63	
155	1	0	300	2.5	92.5	1.63	
155	2	300	700	2.5	92.5	1.63	
155	3	700	2000	2.5	92.5	1.63	
156	1	0	200	2.5	92.5	1.63	
156	2	200	400	2.5	92.5	1.63	
156	3	400	700	2.5	92.5	1.63	
156	4	700	2000	2.5	92.5	1.63	
157	1	0	400	10.0	65.0	1.35	
157	2	400	600	10.0	65.0	1.35	
157	3	600	700	14.5	60.5	1.32	
157	4	700	1200	21.0	44.0	1.71	
157	5	1200	2000	14.5	60.5	1.75	
158	1	0	200	4.0	63.5	1.37	
158	2	200	500	4.0	63.5	1.6	
158	3	500	2000	2.5	92.5	1.63	
159	1	0	200	2.5	80.0	1.39	
159	2	200	500	2.5	80.0	1.62	
159	3	500	2000	2.5	92.5	1.63	
160	1	0	300	6.5	76.0	1.37	
160	2	300	500	6.5	76.0	1.6	
160	3	500	1200	2.5	92.5	1.63	
160	4	1200	2000	14.5	60.5	1.55	
161	1	0	300	6.5	76.0	1.37	
161	2	300	500	6.5	76.0	1.6	
161	3	500	2000	2.5	92.5	1.63	
162	1	0	100	6.5	76.0	1.37	
162	2	100	600	6.5	76.0	1.6	
162	3	600	2000	2.5	92.5	1.63	
163	1	0	300	4.0	63.5	1.37	
163	2	300	400	4.0	63.5	1.6	
163	3	400	2000	10.0	65.0	1.58	
164	1	0	300	2.5	80.0	1.39	
164	2	300	500	2.5	80.0	1.62	
164	3	500	2000	2.5	92.5	1.63	
165	1	0	300	6.5	76.0	1.37	
165	2	300	700	6.5	76.0	1.6	
165	3	700	2000	6.5	76.0	1.6	
166	1	0	300	2.5	80.0	1.39	
166	2	300	500	2.5	80.0	1.62	
166	3	500	700	2.5	80.0	1.62	
166	4	700	1200	14.5	60.5	1.55	
166	5	1200	2000	14.5	60.5	1.55	
167	1	0	300	14.5	60.5	1.32	
167	2	300	400	14.5	60.5	1.55	
167	3	400	800	21.0	34.0	1.7	
167	4	800	1200	21.0	44.0	1.51	
167	5	1200	2000	21.0	44.0	1.51	
168	1	0	300	6.5	76.0	1.37	
168	2	300	400	6.5	76.0	1.37	
168	3	400	800	21.0	34.0	1.7	
168	4	800	1200	21.0	44.0	1.51	
168	5	1200	2000	14.5	60.5	1.55	
169	1	0	300	6.5	76.0	1.37	
169	2	300	400	6.5	76.0	1.37	
169	3	400	700	21.0	56.5	1.72	
169	4	700	1200	21.0	56.5	1.52	
169	5	1200	2000	14.5	60.5	1.55	
170	1	0	300	2.5	80.0	1.39	
170	2	300	400	2.5	80.0	1.62	
170	3	400	500	2.5	80.0	1.39	
170	4	500	800	21.0	56.5	1.72	
170	5	800	1200	14.5	60.5	1.55	
170	6	1200	2000	14.5	60.5	1.55	
171	1	0	300	14.5	60.5	1.32	
171	2	300	400	14.5	60.5	1.55	
171	3	400	700	21.0	34.0	1.7	
171	4	700	1000	21.0	44.0	1.71	
171	5	1000	2000	14.5	60.5	1.75	
172	1	0	300	2.5	80.0	1.39	
172	2	300	400	2.5	80.0	1.62	
172	3	400	1200	14.5	60.5	1.75	
172	4	1200	2000	14.5	60.5	1.75	
173	1	0	300	6.5	76.0	1.37	
173	2	300	400	6.5	76.0	1.6	
173	3	400	1000	10.0	65.0	1.78	
173	4	1000	2000	10.0	65.0	1.78	
174	1	0	300	10.0	65.0	1.35	
174	2	300	500	10.0	65.0	1.58	
174	3	500	800	21.0	56.5	1.72	
174	4	800	1200	21.0	56.5	1.72	
174	5	1200	2000	14.5	60.5	1.75	
175	1	0	300	21.0	56.5	1.29	
175	2	300	400	21.0	56.5	1.52	
175	3	400	1000	35.0	42.5	1.65	
175	4	1000	2000	30.0	62.5	1.69	
176	1	0	300	2.5	80.0	1.39	
176	2	300	400	2.5	80.0	1.62	
176	3	400	500	4.0	63.5	1.6	
176	4	500	1000	4.0	63.5	1.6	
176	5	1000	2000	14.5	60.5	1.55	
177	1	0	400	2.5	92.5	1.4	
177	2	400	500	2.5	92.5	1.63	
177	3	500	2000	6.5	76.0	1.6	
178	1	0	300	2.5	92.5	1.4	
178	2	300	500	2.5	92.5	1.63	
178	3	500	2000	2.5	80.0	1.62	
179	1	0	300	2.5	80.0	1.39	
179	2	300	500	2.5	92.5	1.63	
179	3	500	2000	2.5	92.5	1.63	
180	1	0	300	2.5	80.0	1.39	
180	2	300	500	4.0	63.5	1.6	
180	3	500	2000	6.5	76.0	1.6	
181	1	0	300	6.5	76.0	1.37	
181	2	300	400	6.5	76.0	1.6	
181	3	400	2000	10.0	65.0	1.58	
182	1	0	300	2.5	92.5	1.4	
182	2	300	400	2.5	92.5	1.63	
182	3	400	2000	2.5	92.5	1.63	
183	1	0	300	14.5	60.5	1.55	
183	2	300	400	14.5	60.5	1.55	
183	3	400	700	14.5	60.5	1.55	
183	4	700	2000	14.5	60.5	1.55	
184	1	0	200	2.5	80.0	1.39	
184	2	200	600	2.5	80.0	1.62	
184	3	600	2000	4.0	63.5	1.6	
185	1	0	300	10.0	65.0	1.35	
185	2	300	600	10.0	65.0	1.58	
185	3	600	800	14.5	60.5	1.75	
185	4	800	1200	10.0	65.0	1.58	
185	5	1200	2000	14.5	60.5	1.55	
186	1	0	200	14.5	60.5	1.32	
186	2	200	300	14.5	60.5	1.55	
186	3	300	500	21.0	44.0	1.71	
186	4	500	1000	21.0	44.0	1.51	
186	5	1000	2000	21.0	34.0	1.5	
187	1	0	300	10.0	65.0	1.35	
187	2	300	350	21.0	56.5	1.52	
187	3	350	1000	30.0	30.0	1.66	
187	4	1000	2000	14.5	60.5	1.55	
188	1	0	350	27.5	5.0	1.21	
188	2	350	500	55.0	37.5	1.37	
188	3	500	700	55.0	22.5	1.55	
188	4	700	2000	55.0	22.5	1.35	
189	1	0	300	2.5	80.0	1.39	
189	2	300	500	2.5	80.0	1.62	
189	3	500	2000	4.0	63.5	1.6	
190	1	0	200	2.5	92.5	1.4	
190	2	200	300	2.5	92.5	1.4	
190	3	300	400	2.5	92.5	1.63	
190	4	400	2000	2.5	80.0	1.62	
191	1	0	200	2.5	92.5	1.4	
191	2	200	300	2.5	92.5	1.4	
191	3	300	600	2.5	92.5	1.63	
191	4	600	800	2.5	92.5	1.63	
191	5	800	2000	2.5	92.5	1.63	
192	1	0	200	2.5	92.5	1.4	
192	2	200	500	2.5	92.5	1.63	
192	3	500	2000	2.5	92.5	1.63	
193	1	0	1100	14.5	60.5	1.32	
194	1	0	300	6.5	76.0	1.37	
194	2	300	400	6.5	76.0	1.37	
194	3	400	600	21.0	56.5	1.72	
194	4	600	1200	14.5	60.5	1.55	
194	5	1200	2000	14.5	60.5	1.55	
195	1	0	300	6.5	76.0	1.37	
195	2	300	500	2.5	80.0	1.62	
195	3	500	800	21.0	44.0	1.71	
195	4	800	1200	14.5	60.5	1.75	
195	5	1200	2000	14.5	60.5	1.55	
196	1	0	300	14.5	60.5	1.32	
196	2	300	400	14.5	60.5	1.55	
196	3	400	2000	21.0	44.0	1.51	
197	1	0	300	6.5	76.0	1.37	
197	2	300	500	6.5	76.0	1.6	
197	3	500	1000	2.5	92.5	1.63	
197	4	1000	2000	14.5	60.5	1.55	
198	1	0	300	35.0	10.0	1.18	
198	2	300	700	35.0	10.0	1.18	
198	3	700	1290	35.0	10.0	1.18	
198	4	1290	2000	2.5	92.5	1.63	
199	1	0	250	14.0	10.5	1.27	
199	2	250	600	14.0	10.5	1.5	
199	3	600	1400	14.0	10.5	1.5	
199	4	1400	1800	14.0	10.5	1.5	
199	5	1800	2000	14.0	10.5	1.5	
200	1	0	150	2.5	92.5	1.63	
200	2	150	1000	2.5	92.5	1.63	
200	3	1000	1500	2.5	92.5	1.63	
200	4	1500	2000	2.5	92.5	1.63	
201	1	0	100	6.5	76.0	1.37	
201	2	100	390	6.5	76.0	1.6	
201	3	390	1100	6.5	76.0	1.6	
201	4	1100	2000	2.5	92.5	1.63	
202	1	0	300	2.5	92.5	1.4	
202	2	300	350	2.5	92.5	1.63	
202	3	350	810	6.5	76.0	1.6	
202	4	810	2000	35.0	10.0	1.61	
203	1	0	300	6.5	76.0	1.37	
203	2	300	810	6.5	76.0	1.37	
203	3	810	1100	6.5	76.0	1.6	
203	4	1100	1500	6.5	76.0	1.6	
203	5	1500	2000	14.5	60.5	1.75	
204	1	0	20	2.5	92.5	1.4	
204	2	20	100	2.5	92.5	1.63	
204	3	100	1500	2.5	92.5	1.63	
204	4	1500	2000	2.5	92.5	1.63	
205	1	0	100	2.5	92.5	1.4	
205	2	100	300	2.5	92.5	1.4	
205	3	300	410	2.5	92.5	1.63	
205	4	410	700	2.5	92.5	1.63	
205	5	700	2000	2.5	92.5	1.63	
206	1	0	300	2.5	92.5	1.4	
206	2	300	600	2.5	92.5	1.4	
206	3	600	790	2.5	92.5	1.63	
206	4	790	1200	2.5	92.5	1.63	
206	5	1200	2000	2.5	92.5	1.63	
207	1	0	200	2.5	92.5	1.4	
207	2	200	600	2.5	92.5	1.63	
207	3	600	1000	2.5	92.5	1.63	
207	4	1000	2000	2.5	92.5	1.63	
208	1	0	300	2.5	92.5	1.4	
208	2	300	810	2.5	92.5	1.4	
208	3	810	1600	2.5	92.5	1.63	
208	4	1600	2000	2.5	92.5	1.63	
209	1	0	200	2.5	92.5	1.4	
209	2	200	810	2.5	92.5	1.4	
209	3	810	1600	2.5	92.5	1.63	
209	4	1600	2000	2.5	92.5	1.63	
210	1	0	250	2.5	92.5	1.4	
210	2	250	700	2.5	92.5	1.4	
210	3	700	1600	2.5	92.5	1.63	
210	4	1600	2000	2.5	92.5	1.63	
211	1	0	150	2.5	92.5	1.63	
211	2	150	210	2.5	92.5	1.63	
211	3	210	300	2.5	92.5	1.63	
211	4	300	1000	2.5	92.5	1.63	
211	5	1000	2000	2.5	92.5	1.63	
212	1	0	150	2.5	92.5	1.63	
212	2	150	1000	2.5	92.5	1.63	
212	3	1000	2000	2.5	92.5	1.63	
213	1	0	150	35.0	10.0	1.18	
213	2	150	390	35.0	10.0	1.18	
213	3	390	1000	35.0	10.0	1.18	
213	4	1000	1500	35.0	10.0	1.18	
213	5	1500	2000	35.0	10.0	1.18	
214	1	0	300	6.5	76.0	1.37	
214	2	300	610	6.5	76.0	1.6	
214	3	610	1500	14.5	60.5	1.75	
214	4	1500	2000	2.5	92.5	1.63	
215	1	0	300	4.0	31.0	1.34	
215	2	300	500	4.0	31.0	1.57	
215	3	500	790	12.5	30.0	1.53	
215	4	790	2000	14.5	60.5	1.75	
216	1	0	300	4.0	31.0	1.34	
216	2	300	810	4.0	31.0	1.57	
216	3	810	1000	6.5	76.0	1.6	
216	4	1000	2000	14.5	60.5	1.75	
217	1	0	300	4.0	31.0	1.34	
217	2	300	600	4.0	31.0	1.34	
217	3	600	1000	4.0	31.0	1.57	
217	4	1000	2000	14.5	60.5	1.75	
218	1	0	200	2.5	92.5	1.63	
218	2	200	750	2.5	92.5	1.63	
218	3	750	1290	2.5	92.5	1.63	
218	4	1290	2000	2.5	92.5	1.63	
219	1	0	300	4.0	31.0	1.34	
219	2	300	500	4.0	31.0	1.57	
219	3	500	790	23.5	19.0	1.48	
219	4	790	2000	2.5	92.5	1.63	
220	1	0	300	4.0	63.5	1.37	
220	2	300	600	4.0	63.5	1.37	
220	3	600	1000	2.5	80.0	1.62	
220	4	1000	2000	2.5	92.5	1.63	
221	1	0	200	6.5	76.0	1.37	
221	2	200	600	6.5	76.0	1.6	
221	3	600	1000	14.5	60.5	1.75	
221	4	1000	2000	14.5	60.5	1.55	
222	1	0	150	2.5	92.5	1.63	
222	2	150	390	2.5	92.5	1.63	
222	3	390	1000	2.5	92.5	1.63	
222	4	1000	1500	2.5	92.5	1.63	
222	5	1500	1800	2.5	92.5	1.63	
222	6	1800	2000	2.5	92.5	1.63	
223	1	0	250	21.0	44.0	1.28	
223	2	250	810	21.0	44.0	1.28	
223	3	810	1300	10.0	65.0	1.35	
223	4	1300	2000	2.5	92.5	1.63	
224	1	0	300	21.0	44.0	1.28	
224	2	300	500	21.0	44.0	1.28	
224	3	500	1000	21.0	44.0	1.51	
224	4	1000	1600	2.5	92.5	1.63	
224	5	1600	2000	2.5	92.5	1.63	
225	1	0	400	2.5	80.0	1.39	
225	2	400	800	2.5	80.0	1.62	
225	3	800	2000	10.0	65.0	1.58	
226	1	0	150	35.0	10.0	1.18	
226	2	150	600	35.0	10.0	1.41	
226	3	600	1000	35.0	10.0	1.41	
226	4	1000	1500	21.0	44.0	1.51	
226	5	1500	2000	2.5	92.5	1.63	
227	1	0	300	12.5	42.5	1.31	
227	2	300	600	12.5	42.5	1.54	
227	3	600	2000	2.5	92.5	1.63	
228	1	0	300	6.5	76.0	1.37	
228	2	300	900	6.5	76.0	1.6	
228	3	900	1500	2.5	92.5	1.63	
228	4	1500	2000	14.5	60.5	1.75	
229	1	0	250	14.5	60.5	1.32	
229	2	250	600	14.5	60.5	1.55	
229	3	600	1000	14.5	60.5	1.75	
229	4	1000	1500	50.0	10.0	1.55	
229	5	1500	2000	50.0	10.0	1.55	
230	1	0	300	4.0	63.5	1.37	
230	2	300	600	4.0	63.5	1.6	
230	3	600	2000	2.5	92.5	1.63	
231	1	0	150	4.0	63.5	1.37	
231	2	150	1000	4.0	63.5	1.6	
231	3	1000	2000	6.5	76.0	1.6	
232	1	0	300	10.0	65.0	1.35	
232	2	300	600	10.0	65.0	1.58	
232	3	600	810	14.5	60.5	1.75	
232	4	810	2000	14.5	60.5	1.75	
233	1	0	300	12.5	42.5	1.31	
233	2	300	600	12.5	42.5	1.31	
233	3	600	1000	6.5	76.0	1.6	
233	4	1000	1600	2.5	92.5	1.63	
233	5	1600	2000	2.5	92.5	1.63	
234	1	0	200	2.5	92.5	1.4	
234	2	200	600	2.5	92.5	1.63	
234	3	600	810	2.5	92.5	1.63	
234	4	810	1000	2.5	92.5	1.63	
234	5	1000	2000	2.5	92.5	1.63	
235	1	0	100	2.5	92.5	1.4	
235	2	100	600	2.5	92.5	1.63	
235	3	600	2000	2.5	92.5	1.63	
236	1	0	100	6.5	76.0	1.37	
236	2	100	390	6.5	76.0	1.37	
236	3	390	1100	6.5	76.0	1.6	
236	4	1100	2000	2.5	92.5	1.63	
237	1	0	150	35.0	10.0	1.18	
237	2	150	1000	35.0	10.0	1.18	
237	3	1000	2000	35.0	10.0	1.18	
238	1	0	150	35.0	10.0	1.18	
238	2	150	300	35.0	10.0	1.41	
238	3	300	600	35.0	10.0	1.18	
238	4	600	1000	35.0	10.0	1.41	
238	5	1000	2000	35.0	10.0	1.41	
239	1	0	250	35.0	42.5	1.22	
239	2	250	500	35.0	42.5	1.45	
239	3	500	800	35.0	42.5	1.45	
239	4	800	2000	50.0	10.0	1.35	
240	1	0	300	6.5	76.0	1.37	
240	2	300	800	6.5	76.0	1.6	
240	3	800	1200	23.5	19.0	1.48	
240	4	1200	2000	23.5	19.0	1.48	
241	1	0	300	10.0	65.0	1.35	
241	2	300	650	14.5	60.5	1.55	
241	3	650	1100	6.5	76.0	1.6	
241	4	1100	1500	2.5	92.5	1.63	
241	5	1500	2000	2.5	92.5	1.63	
242	1	0	100	2.5	92.5	1.63	
242	2	100	600	2.5	92.5	1.63	
242	3	600	1600	2.5	92.5	1.63	
242	4	1600	2000	2.5	92.5	1.63	
243	1	0	150	2.5	80.0	1.39	
243	2	150	700	2.5	80.0	1.62	
243	3	700	2000	6.5	76.0	1.6	
244	1	0	300	2.5	80.0	1.39	
244	2	300	700	2.5	80.0	1.39	
244	3	700	1000	14.5	60.5	1.55	
244	4	1000	1800	21.0	44.0	1.51	
244	5	1800	2000	10.0	65.0	1.58	
245	1	0	250	6.5	76.0	1.37	
245	2	250	450	6.5	76.0	1.6	
245	3	450	600	6.5	76.0	1.6	
245	4	600	1500	21.0	56.5	1.72	
245	5	1500	2000	21.0	56.5	1.72	
246	1	0	200	2.5	80.0	1.39	
246	2	200	700	2.5	80.0	1.62	
246	3	700	2000	2.5	92.5	1.63	
247	1	0	300	14.5	60.5	1.32	
247	2	300	400	14.5	60.5	1.55	
247	3	400	800	21.0	44.0	1.71	
247	4	800	1500	21.0	56.5	1.72	
247	5	1500	2000	21.0	56.5	1.72	
248	1	0	300	2.5	80.0	1.39	
248	2	300	400	2.5	80.0	1.39	
248	3	400	800	21.0	44.0	1.71	
248	4	800	2000	21.0	56.5	1.52	
249	1	0	300	2.5	80.0	1.39	
249	2	300	500	2.5	80.0	1.62	
249	3	500	880	2.5	80.0	1.62	
249	4	880	2000	14.5	60.5	1.75	
250	1	0	300	21.0	56.5	1.29	
250	2	300	500	21.0	56.5	1.52	
250	3	500	1000	21.0	34.0	1.7	
250	4	1000	1500	21.0	34.0	1.7	
250	5	1500	2000	21.0	34.0	1.5	
251	1	0	300	2.5	80.0	1.39	
251	2	300	500	2.5	80.0	1.62	
251	3	500	900	21.0	56.5	1.72	
251	4	900	1200	14.5	60.5	1.75	
251	5	1200	2000	14.5	60.5	1.55	
252	1	0	300	4.0	63.5	1.37	
252	2	300	400	4.0	63.5	1.6	
252	3	400	2000	55.0	37.5	1.57	
253	1	0	300	14.5	60.5	1.32	
253	2	300	400	14.5	60.5	1.55	
253	3	400	1500	21.0	34.0	1.7	
253	4	1500	2000	21.0	56.5	1.52	
254	1	0	400	2.5	80.0	1.39	
254	2	400	700	2.5	80.0	1.62	
254	3	700	2000	2.5	92.5	1.63	
255	1	0	200	10.0	65.0	1.58	
255	2	200	400	10.0	65.0	1.58	
255	3	400	700	10.0	65.0	1.58	
255	4	700	2000	10.0	65.0	1.58	
256	1	0	150	2.5	80.0	1.39	
256	2	150	600	2.5	80.0	1.62	
256	3	600	900	2.5	92.5	1.63	
256	4	900	2000	2.5	92.5	1.63	
257	1	0	300	2.5	80.0	1.39	
257	2	300	700	2.5	80.0	1.62	
257	3	700	2000	2.5	92.5	1.63	
258	1	0	300	2.5	80.0	1.39	
258	2	300	400	2.5	80.0	1.62	
258	3	400	2000	2.5	92.5	1.63	
259	1	0	200	6.5	76.0	1.6	
259	2	200	400	6.5	76.0	1.6	
259	3	400	700	6.5	76.0	1.6	
259	4	700	2000	6.5	76.0	1.6	
260	1	0	50	2.5	92.5	1.4	
260	2	50	150	2.5	92.5	1.4	
260	3	150	700	2.5	92.5	1.63	
260	4	700	2000	14.5	60.5	1.55	
261	1	0	300	2.5	92.5	1.4	
261	2	300	600	2.5	92.5	1.63	
261	3	600	1000	2.5	92.5	1.63	
261	4	1000	2000	2.5	92.5	1.63	
262	1	0	200	2.5	92.5	1.4	
262	2	200	300	2.5	92.5	1.4	
262	3	300	500	2.5	92.5	1.63	
262	4	500	1200	2.5	92.5	1.63	
262	5	1200	2000	2.5	92.5	1.63	
263	1	0	300	6.5	76.0	1.37	
263	2	300	730	2.5	80.0	1.62	
263	3	730	2000	2.5	92.5	1.63	
264	1	0	500	2.5	92.5	1.63	
264	2	500	2000	2.5	92.5	1.63	
265	1	0	300	10.0	65.0	1.35	
265	2	300	750	2.5	80.0	1.62	
265	3	750	2000	10.0	65.0	1.58	
266	1	0	65	2.5	92.5	1.4	
266	2	65	2000	2.5	92.5	1.63	
267	1	0	250	2.5	92.5	1.4	
267	2	250	550	2.5	80.0	1.62	
267	3	550	1500	2.5	80.0	1.62	
267	4	1500	2000	2.5	92.5	1.63	
268	1	0	300	10.0	65.0	1.35	
268	2	300	380	6.5	76.0	1.6	
268	3	380	780	40.0	20.0	1.61	
268	4	780	1200	40.0	20.0	1.41	
268	5	1200	2000	40.0	20.0	1.41	
269	1	0	200	21.0	44.0	1.28	
269	2	200	1600	21.0	44.0	1.51	
269	3	1600	2000	21.0	56.5	1.52	
270	1	0	300	14.5	60.5	1.32	
270	2	300	600	14.5	60.5	1.55	
270	3	600	1300	21.0	56.5	1.72	
270	4	1300	2000	21.0	56.5	1.72	
271	1	0	300	50.0	10.0	1.12	
271	2	300	800	40.0	20.0	1.41	
271	3	800	1200	2.5	92.5	1.63	
271	4	1200	2000	2.5	92.5	1.63	
272	1	0	100	21.0	44.0	1.28	
272	2	100	300	21.0	44.0	1.51	
272	3	300	2000	2.5	92.5	1.63	
273	1	0	300	21.0	44.0	1.28	
273	2	300	500	21.0	44.0	1.51	
273	3	500	2000	21.0	44.0	1.28	
274	1	0	300	2.5	92.5	1.63	
274	2	300	500	2.5	92.5	1.63	
274	3	500	1150	2.5	92.5	1.63	
274	4	1150	2000	2.5	92.5	1.63	
275	1	0	40	2.5	92.5	1.4	
275	2	40	250	2.5	92.5	1.63	
275	3	250	450	2.5	92.5	1.63	
275	4	450	650	2.5	92.5	1.63	
275	5	650	2000	2.5	92.5	1.63	
276	1	0	300	2.5	92.5	1.63	
276	2	300	500	2.5	92.5	1.63	
276	3	500	650	2.5	92.5	1.63	
276	4	650	1050	21.0	56.5	1.72	
276	5	1050	2000	14.5	60.5	1.75	
277	1	0	300	2.5	80.0	1.62	
277	2	300	500	2.5	80.0	1.62	
277	3	500	650	2.5	80.0	1.62	
277	4	650	1050	21.0	56.5	1.72	
277	5	1050	2000	14.5	60.5	1.75	
278	1	0	300	6.5	76.0	1.6	
278	2	300	500	6.5	76.0	1.6	
278	3	500	650	2.5	80.0	1.62	
278	4	650	1050	21.0	56.5	1.72	
278	5	1050	2000	14.5	60.5	1.75	
279	1	0	300	2.5	80.0	1.39	
279	2	300	500	2.5	80.0	1.62	
279	3	500	700	2.5	92.5	1.63	
279	4	700	2000	2.5	92.5	1.63	
280	1	0	300	6.5	76.0	1.6	
280	2	300	500	2.5	80.0	1.62	
280	3	500	700	6.5	76.0	1.6	
280	4	700	1100	21.0	56.5	1.72	
280	5	1100	2000	14.5	60.5	1.75	
281	1	0	300	6.5	76.0	1.6	
281	2	300	500	6.5	76.0	1.6	
281	3	500	650	2.5	80.0	1.62	
281	4	650	1100	21.0	44.0	1.71	
281	5	1100	2000	21.0	44.0	1.71	
282	1	0	50	2.5	92.5	1.4	
282	2	50	150	2.5	92.5	1.4	
282	3	150	2000	2.5	92.5	1.4	
283	1	0	300	2.5	92.5	1.63	
283	2	300	450	2.5	92.5	1.63	
283	3	450	700	2.5	92.5	1.63	
283	4	700	1150	2.5	92.5	1.63	
283	5	1150	2000	2.5	92.5	1.63	
284	1	0	100	2.5	92.5	1.18	
284	2	100	850	2.5	92.5	1.63	
284	3	850	2000	2.5	92.5	1.63	
285	1	0	50	2.5	92.5	1.4	
285	2	50	500	2.5	92.5	1.63	
285	3	500	2000	2.5	92.5	1.63	
286	1	0	300	2.5	92.5	1.63	
286	2	300	500	2.5	92.5	1.63	
286	3	500	1100	2.5	92.5	1.63	
286	4	1100	1450	2.5	92.5	1.63	
286	5	1450	2000	2.5	92.5	1.63	
287	1	0	250	6.5	76.0	1.6	
287	2	250	400	6.5	76.0	1.6	
287	3	400	700	6.5	76.0	1.6	
287	4	700	1250	40.0	20.0	1.76	
287	5	1250	2000	35.0	10.0	1.61	
288	1	0	300	2.5	92.5	1.63	
288	2	300	600	2.5	92.5	1.63	
288	3	600	1000	2.5	92.5	1.63	
288	4	1000	2000	2.5	92.5	1.63	
289	1	0	300	2.5	92.5	1.4	
289	2	300	500	2.5	92.5	1.63	
289	3	500	800	2.5	92.5	1.63	
289	4	800	2000	2.5	92.5	1.63	
290	1	0	300	2.5	92.5	1.63	
290	2	300	450	2.5	92.5	1.63	
290	3	450	800	2.5	92.5	1.63	
290	4	800	2000	2.5	92.5	1.63	
291	1	0	300	2.5	92.5	1.63	
291	2	300	500	2.5	92.5	1.63	
291	3	500	650	2.5	92.5	1.63	
291	4	650	2000	2.5	92.5	1.63	
292	1	0	300	6.5	76.0	1.37	
292	2	300	600	6.5	76.0	1.6	
292	3	600	1000	21.0	56.5	1.52	
292	4	1000	1800	21.0	56.5	1.72	
292	5	1800	2000	21.0	44.0	1.71	
293	1	0	300	6.5	76.0	1.6	
293	2	300	450	6.5	76.0	1.6	
293	3	450	650	2.5	80.0	1.62	
293	4	650	1050	21.0	56.5	1.72	
293	5	1050	2000	14.5	60.5	1.75	
294	1	0	300	6.5	76.0	1.6	
294	2	300	500	2.5	80.0	1.62	
294	3	500	700	10.0	65.0	1.58	
294	4	700	1100	21.0	56.5	1.72	
294	5	1100	2000	14.5	60.5	1.75	
295	1	0	300	6.5	76.0	1.37	
295	2	300	400	6.5	76.0	1.6	
295	3	400	900	21.0	56.5	1.52	
295	4	900	2000	14.5	60.5	1.75	
296	1	0	300	2.5	92.5	1.63	
296	2	300	450	2.5	92.5	1.63	
296	3	450	650	2.5	92.5	1.63	
296	4	650	850	14.5	60.5	1.75	
296	5	850	1150	21.0	56.5	1.72	
296	6	1150	2000	14.5	60.5	1.75	
297	1	0	300	6.5	76.0	1.6	
297	2	300	450	6.5	76.0	1.6	
297	3	450	650	2.5	80.0	1.62	
297	4	650	1050	21.0	56.5	1.87	
297	5	1050	2000	14.5	60.5	1.75	
298	1	0	300	14.5	60.5	1.55	
298	2	300	500	12.5	42.5	1.74	
298	3	500	900	40.0	20.0	1.76	
298	4	900	2000	27.5	5.0	1.64	
299	1	0	300	6.5	76.0	1.37	
299	2	300	600	6.5	76.0	1.6	
299	3	600	2000	10.0	65.0	1.58	
300	1	0	50	2.5	92.5	1.18	
300	2	50	100	2.5	92.5	1.4	
300	3	100	900	2.5	92.5	1.4	
300	4	900	2000	2.5	92.5	1.63	
301	1	0	300	2.5	92.5	1.63	
301	2	300	550	2.5	92.5	1.63	
301	3	550	700	2.5	92.5	1.83	
301	4	700	1150	2.5	92.5	1.63	
301	5	1150	2000	2.5	92.5	1.63	
302	1	0	300	6.5	76.0	1.37	
302	2	300	600	6.5	76.0	1.37	
302	3	600	2000	10.0	65.0	1.58	
303	1	0	150	2.5	80.0	1.39	
303	2	150	600	2.5	80.0	1.62	
303	3	600	2000	2.5	92.5	1.63	
304	1	0	300	2.5	92.5	1.63	
304	2	300	600	2.5	92.5	1.63	
304	3	600	1300	2.5	92.5	1.63	
304	4	1300	2000	2.5	92.5	1.83	
305	1	0	200	2.5	92.5	1.4	
305	2	200	500	2.5	92.5	1.4	
305	3	500	600	2.5	92.5	1.63	
305	4	600	2000	2.5	92.5	1.63	
306	1	0	600	21.0	34.0	1.27	
306	2	600	2000	21.0	34.0	1.27	
307	1	0	250	35.0	10.0	1.61	
307	2	250	350	35.0	10.0	1.61	
307	3	350	650	35.0	10.0	1.76	
307	4	650	1050	35.0	10.0	1.61	
307	5	1050	2000	2.5	92.5	1.63	
308	1	0	300	2.5	92.5	1.63	
308	2	300	500	2.5	92.5	1.63	
308	3	500	750	35.0	10.0	1.61	
308	4	750	2000	35.0	10.0	1.61	
309	1	0	250	2.5	92.5	1.63	
309	2	250	350	2.5	92.5	1.63	
309	3	350	500	2.5	92.5	1.63	
309	4	500	750	2.5	92.5	1.63	
309	5	750	2000	2.5	92.5	1.63	
310	1	0	100	2.5	92.5	1.18	
310	2	100	2000	2.5	92.5	1.18	
311	1	0	300	6.5	76.0	1.6	
311	2	300	450	6.5	76.0	1.6	
311	3	450	500	14.5	60.5	1.75	
311	4	500	850	14.5	60.5	1.55	
311	5	850	2000	14.5	60.5	1.75	
312	1	0	300	2.5	92.5	1.63	
