nSoil_Types 2676
SOIL_NR	HORIZON	UD[mm]	LD[mm]	Clay[%]	SAND[%]	Bd[gcm-3]	Silt[%]
2289	2	20	140	2.5	92.5	1.52	5.0
2289	3	140	250	2.5	92.5	1.52	5.0
2289	4	250	2000	2.5	92.5	1.52	5.0
2290	1	0	120	2.5	92.5	1.32	5.0
2290	2	120	450	2.5	92.5	1.52	5.0
2290	3	450	2000	2.5	92.5	1.52	5.0
2291	1	0	350	10.0	65.0	1.39	25.0
2291	2	350	650	4.0	63.5	1.55	32.5
2291	3	650	2000	2.5	80.0	1.53	17.5
2292	1	0	310	21.0	56.5	1.49	22.5
2292	2	310	540	21.0	34.0	1.69	45.0
2292	3	540	780	21.0	34.0	1.65	45.0
2292	4	780	1500	21.0	44.0	1.64	35.0
2293	1	0	250	2.5	80.0	1.33	17.5
2293	2	250	550	2.5	80.0	1.53	17.5
2293	3	550	1100	2.5	92.5	1.72	5.0
2293	4	1100	2000	11.0	84.0	1.76	5.0
2294	1	0	260	30.0	30.0	1.57	40.0
2294	2	260	420	37.5	5.0	1.55	57.5
2294	3	420	730	30.0	30.0	1.69	40.0
2294	4	730	1180	30.0	30.0	1.69	40.0
2294	5	1180	2000	30.0	47.5	1.67	22.5
2295	1	0	630	21.0	56.5	0.69	22.5
2295	2	630	690	30.0	47.5	0.77	22.5
2295	3	690	980	33.3	33.4	0.5	33.3
2295	4	980	1300	2.5	92.5	1.52	5.0
2296	1	0	150	2.5	92.5	1.32	5.0
2296	2	150	410	2.5	92.5	1.52	5.0
2296	3	410	820	2.5	92.5	1.52	5.0
2296	4	820	2000	2.5	92.5	1.52	5.0
2297	1	0	200	21.0	71.5	1.49	7.5
2297	2	200	620	2.5	92.5	1.52	5.0
2297	3	620	1500	2.5	92.5	1.52	5.0
2298	1	0	150	6.5	76.0	1.36	17.5
2298	2	150	420	10.0	65.0	1.58	25.0
2298	3	420	2000	2.5	92.5	1.52	5.0
2299	1	0	100	14.5	9.0	1.43	76.5
2299	2	100	350	14.5	9.0	1.63	76.5
2299	3	350	650	14.5	9.0	1.85	76.5
2299	4	650	900	14.5	9.0	1.85	76.5
2299	5	900	2000	21.0	5.0	1.88	74.0
2300	1	0	100	14.5	9.0	1.43	76.5
2300	2	100	450	10.0	11.5	1.39	78.5
2300	3	450	900	10.0	11.5	1.63	78.5
2300	4	900	1200	10.0	11.5	1.63	78.5
2300	5	1200	1700	12.5	30.0	1.62	57.5
2300	6	1700	2000	12.5	30.0	1.62	57.5
2301	1	0	50	23.5	19.0	1.31	57.5
2301	2	50	200	23.5	19.0	1.51	57.5
2301	3	200	350	30.0	30.0	1.89	40.0
2301	4	350	600	30.0	30.0	1.69	40.0
2301	5	600	2000	30.0	30.0	1.69	40.0
2302	1	0	330	12.5	42.5	1.41	45.0
2302	2	330	440	12.5	30.0	1.62	57.5
2302	3	440	650	6.5	76.0	1.55	17.5
2302	4	650	1000	10.0	65.0	1.58	25.0
2302	5	1000	2000	2.5	92.5	1.52	5.0
2303	1	0	370	14.5	9.0	1.45	76.5
2303	2	370	450	14.5	9.0	1.65	76.5
2303	3	450	550	14.5	9.0	1.65	76.5
2303	4	550	750	21.0	5.0	1.88	74.0
2303	5	750	800	10.0	65.0	1.58	25.0
2303	6	800	2000	6.5	76.0	1.55	17.5
2304	1	0	300	12.5	42.5	1.41	45.0
2304	2	300	450	4.0	63.5	1.55	32.5
2304	3	450	800	12.5	30.0	1.82	57.5
2304	4	800	1800	4.0	63.5	1.55	32.5
2305	1	0	250	12.5	42.5	1.41	45.0
2305	2	250	300	12.5	30.0	1.62	57.5
2305	3	300	550	23.5	19.0	1.68	57.5
2305	4	550	750	21.0	34.0	1.85	45.0
2305	5	750	1000	21.0	56.5	1.83	22.5
2305	6	1000	1300	10.0	65.0	1.78	25.0
2305	7	1300	2000	6.5	76.0	1.75	17.5
2306	1	0	650	33.3	33.4	0.5	33.3
2307	1	0	100	12.5	42.5	1.41	45.0
2307	2	100	400	12.5	42.5	1.61	45.0
2307	3	400	650	12.5	42.5	1.61	45.0
2307	4	650	1000	12.5	42.5	1.61	45.0
2307	5	1000	2000	10.0	65.0	1.78	25.0
2308	1	0	50	14.5	60.5	1.43	25.0
2308	2	50	350	10.0	65.0	1.59	25.0
2308	3	350	500	10.0	65.0	1.58	25.0
2308	4	500	2000	10.0	65.0	1.58	25.0
2309	1	0	100	12.5	42.5	1.41	45.0
2309	2	100	450	12.5	42.5	1.61	45.0
2309	3	450	750	4.0	63.5	1.75	32.5
2309	4	750	2000	4.0	63.5	1.75	32.5
2310	1	0	20	12.5	42.5	1.41	45.0
2310	2	20	70	12.5	30.0	1.61	57.5
2310	3	70	350	12.5	42.5	1.61	45.0
2310	4	350	650	4.0	63.5	1.55	32.5
2310	5	650	1000	10.0	65.0	1.58	25.0
2310	6	1000	2000	6.5	76.0	1.55	17.5
2311	1	0	100	4.0	63.5	1.35	32.5
2311	2	100	150	14.5	60.5	1.63	25.0
2311	3	150	450	14.5	60.5	1.6	25.0
2311	4	450	650	14.5	60.5	1.6	25.0
2311	5	650	1000	30.0	47.5	1.87	22.5
2311	6	1000	2000	21.0	56.5	1.83	22.5
2312	1	0	50	12.5	42.5	1.21	45.0
2312	2	50	150	12.5	42.5	1.41	45.0
2312	3	150	450	12.5	42.5	1.61	45.0
2312	4	450	650	12.5	42.5	1.61	45.0
2312	5	650	850	14.5	60.5	1.8	25.0
2312	6	850	2000	12.5	30.0	1.82	57.5
2313	1	0	180	12.5	30.0	1.41	57.5
2313	2	180	560	14.5	9.0	1.63	76.5
2313	3	560	880	14.5	60.5	1.6	25.0
2313	4	880	1300	6.5	76.0	1.55	17.5
2314	1	0	100	11.0	84.0	1.4	5.0
2314	2	100	250	2.5	92.5	1.52	5.0
2314	3	250	350	2.5	80.0	1.53	17.5
2314	4	350	700	10.0	65.0	1.58	25.0
2314	5	700	1300	11.0	84.0	1.56	5.0
2315	1	0	100	10.0	65.0	1.19	25.0
2315	2	100	200	10.0	65.0	1.58	25.0
2315	3	200	300	2.5	80.0	1.53	17.5
2315	4	300	2000	2.5	80.0	1.53	17.5
2316	1	0	50	12.5	42.5	1.41	45.0
2316	2	50	400	6.5	76.0	1.55	17.5
2316	3	400	800	10.0	65.0	1.58	25.0
2316	4	800	2000	2.5	80.0	1.53	17.5
2317	1	0	280	10.0	65.0	1.38	25.0
2317	2	280	580	11.0	84.0	1.56	5.0
2317	3	580	950	2.5	92.5	1.52	5.0
2317	4	950	2000	2.5	92.5	1.52	5.0
2318	1	0	400	33.3	33.4	0.5	33.3
2318	2	400	700	33.3	33.4	0.5	33.3
2318	3	700	1200	6.5	76.0	1.55	17.5
2319	1	0	180	14.5	60.5	1.4	25.0
2319	2	180	1000	21.0	34.0	1.65	45.0
2319	3	1000	2000	4.0	63.5	1.55	32.5
2320	1	0	300	14.5	9.0	1.43	76.5
2320	2	300	900	14.5	9.0	1.65	76.5
2320	3	900	1100	14.5	9.0	1.65	76.5
2320	4	1100	2000	21.0	5.0	1.88	74.0
2321	1	0	150	12.5	30.0	1.41	57.5
2321	2	150	350	23.5	19.0	1.68	57.5
2321	3	350	450	12.5	30.0	1.62	57.5
2321	4	450	2000	10.0	65.0	1.78	25.0
2322	1	0	50	21.0	5.0	1.49	74.0
2322	2	50	400	21.0	5.0	1.68	74.0
2322	3	400	750	21.0	5.0	1.88	74.0
2322	4	750	1500	21.0	5.0	1.88	74.0
2323	1	0	250	21.0	5.0	1.49	74.0
2323	2	250	400	30.0	2.5	1.77	67.5
2323	3	400	750	30.0	2.5	1.72	67.5
2323	4	750	1500	37.5	5.0	1.55	57.5
2324	1	0	200	21.0	5.0	1.49	74.0
2324	2	200	350	14.5	9.0	1.63	76.5
2324	3	350	2000	14.5	9.0	1.65	76.5
2325	1	0	30	37.5	5.0	1.44	57.5
2325	2	30	250	37.5	5.0	1.55	57.5
2325	3	250	400	37.5	5.0	1.55	57.5
2325	4	400	500	23.5	19.0	1.88	57.5
2325	5	500	650	21.0	56.5	1.63	22.5
2325	6	650	2000	30.0	47.5	1.67	22.5
2326	1	0	220	14.5	9.0	1.45	76.5
2326	2	220	350	14.5	9.0	1.65	76.5
2326	3	350	630	23.5	19.0	1.88	57.5
2326	4	630	2000	23.5	19.0	1.88	57.5
2327	1	0	100	23.5	19.0	1.51	57.5
2327	2	100	500	23.5	19.0	1.68	57.5
2327	3	500	600	23.5	19.0	1.88	57.5
2327	4	600	900	55.0	22.5	1.6	22.5
2327	5	900	1000	82.5	7.5	1.72	10.0
2327	6	1000	2000	55.0	2.5	1.62	42.5
2328	1	0	330	12.5	30.0	1.41	57.5
2328	2	330	720	21.0	34.0	1.65	45.0
2328	3	720	2000	21.0	56.5	1.63	22.5
2329	1	0	200	21.0	5.0	1.49	74.0
2329	2	200	450	21.0	5.0	1.68	74.0
2329	3	450	750	30.0	30.0	1.89	40.0
2329	4	750	1200	30.0	47.5	1.87	22.5
2329	5	1200	1500	30.0	47.5	1.67	22.5
2330	1	0	360	4.0	31.0	1.34	65.0
2330	2	360	450	10.0	11.5	1.63	78.5
2330	3	450	550	12.5	30.0	1.62	57.5
2330	4	550	850	11.0	84.0	1.56	5.0
2330	5	850	2000	6.5	76.0	1.55	17.5
2331	1	0	130	4.0	63.5	1.35	32.5
2331	2	130	400	21.0	34.0	1.65	45.0
2331	3	400	620	30.0	30.0	1.69	40.0
2331	4	620	2000	14.5	60.5	1.6	25.0
2332	1	0	200	10.0	11.5	1.39	78.5
2332	2	200	450	14.5	9.0	1.65	76.5
2332	3	450	700	21.0	5.0	1.68	74.0
2332	4	700	800	12.5	30.0	1.82	57.5
2332	5	800	2000	6.5	76.0	1.55	17.5
2333	1	0	180	4.0	31.0	1.34	65.0
2333	2	180	350	4.0	51.0	1.56	45.0
2333	3	350	570	12.5	42.5	1.81	45.0
2333	4	570	2000	12.5	42.5	1.61	45.0
2334	1	0	330	12.5	30.0	1.41	57.5
2334	2	330	400	12.5	42.5	1.61	45.0
2334	3	400	850	21.0	56.5	1.83	22.5
2334	4	850	1300	21.0	56.5	1.83	22.5
2334	5	1300	2000	14.5	60.5	1.8	25.0
2335	1	0	60	6.5	76.0	1.36	17.5
2335	2	60	150	6.5	76.0	1.55	17.5
2335	3	150	450	2.5	80.0	1.53	17.5
2335	4	450	2000	2.5	80.0	1.53	17.5
2336	1	0	100	2.5	80.0	1.33	17.5
2336	2	100	200	11.0	84.0	1.6	5.0
2336	3	200	500	11.0	84.0	1.6	5.0
2336	4	500	750	11.0	84.0	1.56	5.0
2336	5	750	1000	11.0	84.0	1.56	5.0
2336	6	1000	2000	11.0	84.0	1.56	5.0
2337	1	0	120	12.5	42.5	1.41	45.0
2337	2	120	310	4.0	51.0	1.56	45.0
2337	3	310	500	12.5	30.0	1.82	57.5
2337	4	500	1200	12.5	42.5	1.61	45.0
2337	5	1200	1500	10.0	65.0	1.58	25.0
2338	1	0	80	6.5	76.0	1.36	17.5
2338	2	80	250	6.5	76.0	1.36	17.5
2338	3	250	800	6.5	76.0	1.56	17.5
2338	4	800	2000	6.5	76.0	1.55	17.5
2339	1	0	50	12.5	30.0	1.41	57.5
2339	2	50	400	4.0	31.0	1.54	65.0
2339	3	400	650	4.0	31.0	1.58	65.0
2339	4	650	750	4.0	51.0	1.56	45.0
2339	5	750	2000	4.0	63.5	1.55	32.5
2340	1	0	90	12.5	30.0	1.41	57.5
2340	2	90	270	12.5	30.0	1.61	57.5
2340	3	270	600	12.5	30.0	1.62	57.5
2340	4	600	720	4.0	31.0	1.58	65.0
2340	5	720	1100	4.0	51.0	1.56	45.0
2340	6	1100	2000	2.5	80.0	1.53	17.5
2341	1	0	240	12.5	42.5	1.41	45.0
2341	2	240	420	12.5	42.5	1.61	45.0
2341	3	420	520	10.0	65.0	1.58	25.0
2341	4	520	2000	2.5	92.5	1.52	5.0
2342	1	0	40	12.5	30.0	1.21	57.5
2342	2	40	260	12.5	30.0	1.62	57.5
2342	3	260	400	12.5	42.5	1.61	45.0
2342	4	400	600	4.0	31.0	1.58	65.0
2342	5	600	2000	12.5	42.5	1.81	45.0
2343	1	0	150	6.5	76.0	1.36	17.5
2343	2	150	750	6.5	76.0	1.55	17.5
2343	3	750	1200	12.5	30.0	1.62	57.5
2343	4	1200	1800	6.5	76.0	1.55	17.5
2343	5	1800	2000	2.5	92.5	1.52	5.0
2344	1	0	130	14.5	9.0	1.43	76.5
2344	2	130	550	14.5	9.0	1.65	76.5
2344	3	550	800	12.5	30.0	1.61	57.5
2344	4	800	1500	14.5	9.0	1.65	76.5
2344	5	1500	2000	6.5	76.0	1.55	17.5
2345	1	0	100	10.0	65.0	1.39	25.0
2345	2	100	350	10.0	65.0	1.39	25.0
2345	3	350	650	6.5	76.0	1.55	17.5
2345	4	650	800	2.5	80.0	1.53	17.5
2345	5	800	1100	2.5	92.5	1.52	5.0
2345	6	1100	1300	2.5	92.5	1.52	5.0
2346	1	0	200	12.5	42.5	1.41	45.0
2346	2	200	2000	4.0	63.5	1.55	32.5
2347	1	0	20	6.5	76.0	1.35	17.5
2347	2	20	2000	10.0	65.0	1.58	25.0
2348	1	0	50	6.5	76.0	1.35	17.5
2348	2	50	2000	6.5	76.0	1.55	17.5
2349	1	0	300	14.5	9.0	1.43	76.5
2349	2	300	600	21.0	5.0	1.68	74.0
2349	3	600	850	23.5	19.0	1.88	57.5
2349	4	850	1200	21.0	5.0	1.68	74.0
2349	5	1200	2000	14.5	9.0	1.65	76.5
2350	1	0	250	10.0	11.5	1.39	78.5
2350	2	250	450	14.5	9.0	1.65	76.5
2350	3	450	1250	21.0	5.0	1.88	74.0
2350	4	1250	2000	21.0	5.0	1.88	74.0
2351	1	0	50	12.5	42.5	1.41	45.0
2351	2	50	260	12.5	42.5	1.61	45.0
2351	3	260	420	12.5	42.5	1.61	45.0
2351	4	420	2000	12.5	42.5	1.81	45.0
2352	1	0	140	12.5	42.5	1.41	45.0
2352	2	140	480	12.5	30.0	1.62	57.5
2352	3	480	2000	12.5	30.0	1.62	57.5
2353	1	0	300	12.5	30.0	1.41	57.5
2353	2	300	400	12.5	30.0	1.62	57.5
2353	3	400	650	23.5	19.0	1.68	57.5
2353	4	650	1000	12.5	42.5	1.81	45.0
2353	5	1000	1350	12.5	42.5	1.81	45.0
2353	6	1350	1950	10.0	65.0	1.78	25.0
2353	7	1950	2000	2.5	92.5	1.52	5.0
2354	1	0	300	23.5	19.0	1.51	57.5
2354	2	300	500	37.5	5.0	1.55	57.5
2354	3	500	800	30.0	30.0	1.69	40.0
2354	4	800	1300	30.0	30.0	1.89	40.0
2354	5	1300	2000	6.5	76.0	1.55	17.5
2355	1	0	60	4.0	51.0	1.36	45.0
2355	2	60	520	12.5	30.0	1.62	57.5
2355	3	520	2000	12.5	30.0	1.62	57.5
2356	1	0	300	21.0	34.0	1.45	45.0
2356	2	300	410	12.5	42.5	1.61	45.0
2356	3	410	710	12.5	42.5	1.61	45.0
2356	4	710	950	12.5	42.5	1.81	45.0
2356	5	950	2000	6.5	76.0	1.55	17.5
2357	1	0	20	2.5	80.0	1.32	17.5
2357	2	20	200	6.5	76.0	1.55	17.5
2357	3	200	500	6.5	76.0	1.55	17.5
2357	4	500	900	2.5	92.5	1.52	5.0
2357	5	900	2000	2.5	92.5	1.52	5.0
2358	1	0	50	2.5	92.5	1.52	5.0
2358	2	50	350	2.5	92.5	1.52	5.0
2358	3	350	650	2.5	92.5	1.52	5.0
2359	1	0	50	2.5	92.5	1.32	5.0
2359	2	50	250	2.5	92.5	1.52	5.0
2359	3	250	400	2.5	92.5	1.52	5.0
2359	4	400	550	2.5	92.5	1.52	5.0
2359	5	550	1500	2.5	92.5	1.52	5.0
2359	6	1500	2000	2.5	92.5	1.52	5.0
2360	1	0	50	6.5	76.0	1.36	17.5
2360	2	50	150	6.5	76.0	1.55	17.5
2360	3	150	350	6.5	76.0	1.55	17.5
2360	4	350	550	6.5	76.0	1.55	17.5
2360	5	550	750	2.5	80.0	1.53	17.5
2360	6	750	1000	2.5	80.0	1.53	17.5
2360	7	1000	2000	2.5	80.0	1.53	17.5
2361	1	0	40	12.5	30.0	1.41	57.5
2361	2	40	200	12.5	30.0	1.62	57.5
2361	3	200	600	12.5	30.0	1.62	57.5
2361	4	600	850	21.0	34.0	1.85	45.0
2361	5	850	1200	21.0	34.0	1.85	45.0
2361	6	1200	2000	14.5	60.5	1.8	25.0
2362	1	0	300	23.5	19.0	1.51	57.5
2362	2	300	710	23.5	19.0	1.71	57.5
2362	3	710	830	14.5	60.5	1.6	25.0
2362	4	830	1400	6.5	76.0	1.55	17.5
2363	1	0	200	6.5	76.0	1.36	17.5
2363	2	200	700	10.0	65.0	1.59	25.0
2363	3	700	750	6.5	76.0	1.55	17.5
2363	4	750	1200	6.5	76.0	1.56	17.5
2363	5	1200	1500	6.5	76.0	1.55	17.5
2364	1	0	10	6.5	76.0	1.35	17.5
2364	2	10	2000	6.5	76.0	1.55	17.5
2365	1	0	50	10.0	65.0	1.39	25.0
2365	2	50	600	6.5	76.0	1.55	17.5
2365	3	600	2000	6.5	76.0	1.55	17.5
2366	1	0	110	23.5	19.0	1.51	57.5
2366	2	110	750	23.5	19.0	1.48	57.5
2366	3	750	2000	21.0	5.0	1.88	74.0
2367	1	0	50	21.0	34.0	1.45	45.0
2367	2	50	2000	21.0	5.0	1.68	74.0
2368	1	0	30	12.5	30.0	1.22	57.5
2368	2	30	2000	12.5	30.0	1.62	57.5
2369	1	0	30	14.5	60.5	1.4	25.0
2369	2	30	2000	14.5	60.5	1.4	25.0
2370	1	0	30	12.5	30.0	1.22	57.5
2370	2	30	2000	12.5	30.0	1.62	57.5
2371	1	0	30	30.0	30.0	1.29	40.0
2371	2	30	2000	30.0	30.0	1.29	40.0
2372	1	0	350	14.5	9.0	1.43	76.5
2372	2	350	550	14.5	9.0	1.63	76.5
2372	3	550	2000	21.0	5.0	1.68	74.0
2373	1	0	100	14.5	9.0	1.43	76.5
2373	2	100	300	14.5	9.0	1.65	76.5
2373	3	300	600	21.0	5.0	1.69	74.0
2373	4	600	850	21.0	5.0	1.68	74.0
2373	5	850	1500	21.0	5.0	1.68	74.0
2374	1	0	100	10.0	11.5	1.39	78.5
2374	2	100	300	10.0	11.5	1.59	78.5
2374	3	300	400	10.0	11.5	1.63	78.5
2374	4	400	600	10.0	11.5	1.63	78.5
2374	5	600	850	21.0	5.0	1.68	74.0
2374	6	850	1100	23.5	19.0	1.88	57.5
2374	7	1100	2000	6.5	76.0	1.55	17.5
2375	1	0	100	14.5	9.0	1.43	76.5
2375	2	100	350	14.5	9.0	1.65	76.5
2375	3	350	650	23.5	19.0	1.68	57.5
2375	4	650	2000	23.5	19.0	1.68	57.5
2376	1	0	30	14.5	9.0	1.43	76.5
2376	2	30	400	14.5	9.0	1.65	76.5
2376	3	400	700	12.5	30.0	1.62	57.5
2376	4	700	2000	10.0	11.5	1.83	78.5
2377	1	0	300	12.5	30.0	1.41	57.5
2377	2	300	500	14.5	9.0	1.65	76.5
2377	3	500	700	23.5	19.0	1.68	57.5
2377	4	700	800	10.0	65.0	1.58	25.0
2377	5	800	2000	11.0	84.0	1.56	5.0
2378	1	0	150	14.5	9.0	1.43	76.5
2378	2	150	300	14.5	9.0	1.63	76.5
2378	3	300	500	14.5	9.0	1.65	76.5
2378	4	500	650	10.0	65.0	1.78	25.0
2378	5	650	1250	2.5	92.5	1.52	5.0
2378	6	1250	1500	2.5	92.5	1.52	5.0
2379	1	0	50	14.5	9.0	1.23	76.5
2379	2	50	250	23.5	19.0	1.51	57.5
2379	3	250	650	12.5	30.0	1.62	57.5
2380	1	0	140	2.5	80.0	1.32	17.5
2380	2	140	420	2.5	92.5	1.52	5.0
2380	3	420	2000	2.5	92.5	1.52	5.0
2381	1	0	50	10.0	11.5	1.19	78.5
2381	2	50	300	10.0	11.5	1.59	78.5
2381	3	300	1000	4.0	51.0	1.56	45.0
2381	4	1000	2000	4.0	63.5	1.55	32.5
2382	1	0	40	10.0	11.5	1.39	78.5
2382	2	40	150	10.0	11.5	1.59	78.5
2382	3	150	400	4.0	63.5	1.55	32.5
2382	4	400	550	6.5	76.0	1.55	17.5
2382	5	550	2000	6.5	76.0	1.55	17.5
2383	1	0	20	12.5	42.5	1.41	45.0
2383	2	20	100	12.5	42.5	1.61	45.0
2383	3	100	250	10.0	65.0	1.59	25.0
2383	4	250	400	4.0	63.5	1.55	32.5
2383	5	400	700	2.5	80.0	1.53	17.5
2383	6	700	2000	2.5	80.0	1.53	17.5
2384	1	0	100	21.0	34.0	1.29	45.0
2384	2	100	200	23.5	19.0	1.31	57.5
2384	3	200	400	21.0	5.0	1.49	74.0
2384	4	400	1300	21.0	5.0	1.68	74.0
2384	5	1300	2000	6.5	76.0	1.55	17.5
2385	1	0	320	14.5	9.0	1.45	76.5
2385	2	320	600	21.0	5.0	1.68	74.0
2385	3	600	1400	21.0	5.0	1.68	74.0
2385	4	1400	1600	14.5	9.0	1.65	76.5
2385	5	1600	1800	11.0	84.0	1.56	5.0
2385	6	1800	2000	2.5	92.5	1.52	5.0
2386	1	0	150	12.5	42.5	1.41	45.0
2386	2	150	300	12.5	42.5	1.61	45.0
2386	3	300	1000	12.5	30.0	1.62	57.5
2386	4	1000	1450	14.5	9.0	1.65	76.5
2386	5	1450	1800	14.5	9.0	1.65	76.5
2386	6	1800	2000	21.0	5.0	1.88	74.0
2387	1	0	300	10.0	11.5	1.39	78.5
2387	2	300	500	10.0	11.5	1.63	78.5
2387	3	500	700	14.5	9.0	1.65	76.5
2387	4	700	850	14.5	9.0	1.85	76.5
2387	5	850	2000	14.5	9.0	1.85	76.5
2388	1	0	300	10.0	11.5	1.39	78.5
2388	2	300	550	14.5	9.0	1.65	76.5
2388	3	550	1150	14.5	9.0	1.85	76.5
2388	4	1150	1450	2.5	80.0	1.53	17.5
2388	5	1450	2000	2.5	92.5	1.52	5.0
2389	1	0	300	12.5	30.0	1.41	57.5
2389	2	300	500	12.5	30.0	1.61	57.5
2389	3	500	650	12.5	42.5	1.61	45.0
2389	4	650	1000	14.5	60.5	1.8	25.0
2389	5	1000	2000	14.5	60.5	1.8	25.0
2390	1	0	300	14.5	9.0	1.43	76.5
2390	2	300	400	10.0	11.5	1.63	78.5
2390	3	400	600	14.5	9.0	1.65	76.5
2390	4	600	800	12.5	42.5	1.81	45.0
2390	5	800	2000	14.5	60.5	1.8	25.0
2391	1	0	50	12.5	42.5	1.41	45.0
2391	2	50	250	4.0	51.0	1.56	45.0
2391	3	250	400	12.5	42.5	1.81	45.0
2391	4	400	750	2.5	80.0	1.53	17.5
2391	5	750	1300	2.5	80.0	1.53	17.5
2392	1	0	290	14.5	60.5	1.4	25.0
2392	2	290	630	21.0	56.5	1.63	22.5
2392	3	630	1050	21.0	56.5	1.83	22.5
2392	4	1050	1850	14.5	60.5	1.8	25.0
2392	5	1850	2000	2.5	92.5	1.52	5.0
2393	1	0	300	12.5	30.0	1.41	57.5
2393	2	300	500	14.5	9.0	1.65	76.5
2393	3	500	850	23.5	19.0	1.68	57.5
2393	4	850	1250	21.0	44.0	1.64	35.0
2393	5	1250	1650	6.5	76.0	1.55	17.5
2393	6	1650	2000	6.5	76.0	1.55	17.5
2394	1	0	300	14.5	9.0	1.45	76.5
2394	2	300	550	10.0	11.5	1.63	78.5
2394	3	550	650	21.0	5.0	1.68	74.0
2394	4	650	850	23.5	19.0	1.68	57.5
2394	5	850	950	11.0	84.0	1.56	5.0
2394	6	950	2000	11.0	84.0	1.56	5.0
2395	1	0	60	12.5	30.0	1.21	57.5
2395	2	60	370	12.5	30.0	1.62	57.5
2395	3	370	2000	12.5	30.0	1.82	57.5
2396	1	0	250	12.5	42.5	1.41	45.0
2396	2	250	580	12.5	42.5	1.61	45.0
2396	3	580	1150	6.5	76.0	1.55	17.5
2396	4	1150	2000	2.5	92.5	1.52	5.0
2397	1	0	100	12.5	30.0	1.41	57.5
2397	2	100	350	12.5	30.0	1.62	57.5
2397	3	350	650	12.5	30.0	1.62	57.5
2397	4	650	1000	14.5	60.5	1.8	25.0
2397	5	1000	2000	10.0	65.0	1.78	25.0
2398	1	0	110	12.5	42.5	1.41	45.0
2398	2	110	300	12.5	30.0	1.62	57.5
2398	3	300	500	2.5	80.0	1.73	17.5
2398	4	500	1200	12.5	30.0	1.62	57.5
2399	1	0	50	10.0	11.5	1.19	78.5
2399	2	50	250	10.0	11.5	1.63	78.5
2399	3	250	480	10.0	11.5	1.63	78.5
2399	4	480	950	23.5	19.0	1.88	57.5
2399	5	950	2000	23.5	19.0	1.88	57.5
2400	1	0	300	10.0	65.0	1.39	25.0
2400	2	300	380	2.5	80.0	1.53	17.5
2400	3	380	820	2.5	92.5	1.52	5.0
2400	4	820	2000	2.5	92.5	1.52	5.0
2401	1	0	40	2.5	92.5	1.32	5.0
2401	2	40	150	2.5	92.5	1.52	5.0
2401	3	150	470	2.5	92.5	1.52	5.0
2401	4	470	550	2.5	92.5	1.52	5.0
2401	5	550	2000	2.5	92.5	1.52	5.0
2402	1	0	100	12.5	30.0	1.21	57.5
2402	2	100	300	12.5	30.0	1.41	57.5
2402	3	300	850	12.5	30.0	1.61	57.5
2402	4	850	2000	12.5	30.0	1.62	57.5
2403	1	0	60	12.5	42.5	1.21	45.0
2403	2	60	600	12.5	42.5	1.61	45.0
2403	3	600	1100	4.0	51.0	1.56	45.0
2403	4	1100	2000	4.0	31.0	1.58	65.0
2404	1	0	80	12.5	30.0	1.21	57.5
2404	2	80	250	12.5	42.5	1.61	45.0
2404	3	250	350	4.0	31.0	1.58	65.0
2404	4	350	650	4.0	63.5	1.75	32.5
2404	5	650	2000	4.0	51.0	1.56	45.0
2405	1	0	50	12.5	30.0	0.61	57.5
2405	2	50	400	21.0	5.0	1.68	74.0
2405	3	400	600	14.5	9.0	1.85	76.5
2405	4	600	800	21.0	5.0	1.88	74.0
2405	5	800	2000	21.0	5.0	1.88	74.0
2406	1	0	60	12.5	30.0	1.41	57.5
2406	2	60	350	12.5	30.0	1.61	57.5
2406	3	350	500	12.5	30.0	1.62	57.5
2406	4	500	2000	12.5	30.0	1.62	57.5
2407	1	0	300	14.5	9.0	1.43	76.5
2407	2	300	450	14.5	9.0	1.65	76.5
2407	3	450	600	21.0	5.0	1.68	74.0
2407	4	600	800	37.5	5.0	1.55	57.5
2407	5	800	1500	21.0	5.0	1.68	74.0
2408	1	0	270	10.0	65.0	1.19	25.0
2408	2	270	580	4.0	63.5	1.55	32.5
2408	3	580	1200	2.5	92.5	1.52	5.0
2409	1	0	120	14.5	9.0	1.43	76.5
2409	2	120	450	12.5	30.0	1.62	57.5
2409	3	450	650	6.5	76.0	1.55	17.5
2409	4	650	1200	6.5	76.0	1.55	17.5
2410	1	0	250	12.5	42.5	1.41	45.0
2410	2	250	2000	14.5	60.5	1.6	25.0
2411	1	0	260	10.0	11.5	1.39	78.5
2411	2	260	420	10.0	11.5	1.63	78.5
2411	3	420	630	14.5	9.0	1.65	76.5
2411	4	630	2000	21.0	5.0	1.68	74.0
2412	1	0	300	14.5	9.0	1.43	76.5
2412	2	300	580	14.5	9.0	1.65	76.5
2412	3	580	1250	14.5	9.0	1.65	76.5
2412	4	1250	2000	10.0	11.5	1.63	78.5
2413	1	0	300	14.5	9.0	1.43	76.5
2413	2	300	520	10.0	11.5	1.63	78.5
2413	3	520	1150	23.5	19.0	1.88	57.5
2413	4	1150	2000	21.0	5.0	1.88	74.0
2414	1	0	200	12.5	42.5	1.41	45.0
2414	2	200	400	4.0	51.0	1.54	45.0
2414	3	400	850	10.0	11.5	1.63	78.5
2414	4	850	1100	4.0	31.0	1.58	65.0
2414	5	1100	2000	4.0	51.0	1.56	45.0
